date,cstore,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34026,Absolut Peppar,12,750,8.99,13.49,12,161.88
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,12.49,18.74,24,449.76
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,12.49,18.74,12,224.88
2015-02-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,12,206.88
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34036,Absolut Pears,12,750,8.99,13.49,36,485.64
2014-11-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34061,Absolut Ruby Red,12,750,11.49,17.24,12,206.88
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34076,Absolut Vanilia,12,750,11.49,17.24,12,206.88
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34076,Absolut Vanilia,12,750,8.99,13.49,12,161.88
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34116,Absolut Mandrin,12,750,11.49,17.24,12,206.88
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,255,Wilson Daniels Ltd.,34122,Crystal Head Vodka,6,750,26,39,1,39
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,420,"Moet Hennessy USA, Inc.",34155,Belvedere Vodka,6,750,17.15,25.73,6,154.38
2014-05-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34421,Grey Goose Vodka Mini,10,600,20,30,1,30
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22,33,24,792
2014-07-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22,33,12,396
2015-02-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22,33,12,396
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
2014-05-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22,33,6,198
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,22,33,12,396
2014-11-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,12,332.88
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,12,332.88
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,12,332.88
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,12,332.88
2014-08-07,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,260,Diageo Americas,34456,Ketel One Imported Vodka,12,750,14,21,120,2520
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34546,Pearl Vodka,12,750,7.86,11.79,36,424.44
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34546,Pearl Vodka,12,750,7.86,11.79,24,282.96
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34546,Pearl Vodka,12,750,7.86,11.79,12,141.48
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34546,Pearl Vodka,12,750,7.86,11.79,12,141.48
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,434,Luxco-St Louis,34546,Pearl Vodka,12,750,7.86,11.79,12,141.48
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,34702,Pearl Pomegranate Vodka,12,750,7.86,11.79,12,141.48
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,34702,Pearl Pomegranate Vodka,12,750,7.86,11.79,12,141.48
2014-10-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,277,Stoli Group,34747,Stolichnaya Premium Vodka 80 Proof (lv),12,1000,15.97,23.96,12,287.52
2014-03-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032080,IMPORTED VODKA,277,Stoli Group,34747,Stolichnaya Premium Vodka 80 Proof (lv),12,1000,16.8,25.19,12,302.28
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34870,Stoli Razberi (raspberry),12,750,11.99,17.99,12,215.88
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34870,Stoli Razberi (raspberry),12,750,12.8,19.19,12,230.28
2014-07-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34871,Stolichnaya Razberi Vodka 75 Proof,12,1000,15.97,23.96,12,287.52
2014-10-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,277,Stoli Group,34881,Stolichnaya Vanil Vodka 75 Proof,12,1000,15.97,23.96,12,287.52
2014-11-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34958,Three Olives Vanilla Vodka,12,750,9.96,14.94,12,179.28
2014-09-18,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34959,Three Olives Raspberry Vodka,12,750,9.96,14.94,3,44.82
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34972,Three Olives Cherry Vodka,12,750,9.96,14.94,12,179.28
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34972,Three Olives Cherry Vodka,12,750,9.96,14.94,12,179.28
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34995,Three Olives Grape Vodka,12,750,9.96,14.94,12,179.28
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34995,Three Olives Grape Vodka,12,750,9.96,14.94,12,179.28
2014-07-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,395,Proximo,34995,Three Olives Grape Vodka,12,750,9.96,14.94,12,179.28
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,144,856.8
2015-02-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.96,144,858.24
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,168,999.6
2014-05-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,48,285.6
2014-03-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,96,571.2
2014-08-28,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.96,288,1716.48
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,144,856.8
2014-10-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.96,120,715.2
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,96,571.2
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,120,714
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,96,571.2
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,96,571.2
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28
2015-02-05,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,125,Cedar Ridge VineyardsLLC,35586,Clearheart Vodka,6,750,12.3,18.45,6,110.7
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35626,Pinnacle Whipped,12,750,7.88,11.82,12,141.84
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35692,Pearl Caramel Vodka,12,750,7.86,11.79,12,141.48
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,12,141.48
2014-11-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,12,141.48
2015-02-12,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,36,424.44
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,24,282.96
2015-01-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,12,141.48
2015-02-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,24,282.96
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,12,141.48
2014-07-31,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,72,848.88
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,7.86,11.79,12,141.48
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35780,Pinnacle Cake Vodka,12,750,6.88,10.82,2,21.64
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,24,121.44
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,24,121.44
2015-02-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
2015-01-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,24,121.44
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
2014-12-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,24,121.44
