fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
7730145329988290586,Organic Search,81858,United Kingdom,not available in demo dataset,,,4286,31,,20160901,1472745272,PAGE,,,28990000,,GGOEGHPA002910,Google Trucker Hat,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand,,/google+redesign/,0,1,
6416317573003621326,Referral,183957,United States,Mountain View,,,481,12,,20170405,1491429939,EVENT,,1,9590000,,GGOEGKWQ060910,Google Bib White,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,3,1,
7187343639104480136,Referral,52739,United States,not available in demo dataset,,,291,36,,20160810,1470858201,PAGE,,,25990000,,GGOEGAAX0756,Google Youth Tee Fruit Games Lemon,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
0361872888631207429,Referral,236084,Canada,Toronto,157000000,1,236,9,48,20170716,1500232837,PAGE,,1,149000000,157000000,GGOENEBQ081599,Nest® Cam Outdoor Security Camera - CA,Nest-Canada,Single Option Only,USD,,,157000000,ORD201707161420,Checkout Confirmation,,/ordercompleted.html,6,1,
1465485187912237397,Organic Search,26425,United States,Sunnyvale,,,305,11,,20170304,1488680546,PAGE,,,64990000,,GGOEGAAX0603,Google Women's 1/4 Zip Performance Pullover Two-Tone Blue,Home/Spring Sale!/,(not set),USD,,,,,Spring Sale,,/store.html,0,1,
9246095185659012502,Referral,29110,United States,Mountain View,,,105,11,,20161005,1475701871,PAGE,,,54990000,,GGOEGAAX0570,Google Men's Short Sleeve Performance Badge Tee Charcoal,Home/Apparel/Men's/Men's-Performance Wear/,(not set),USD,,,,,Men's-Performance Wear,,/google+redesign/,0,1,
0079363053947930450,Organic Search,763499,United States,Houston,35910000,1,2047,62,,20160915,1473991753,PAGE,,,990000,,GGOEGOAC021799,Ballpoint Pen Blue,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
8317839141106655943,Organic Search,51032,United States,not available in demo dataset,,,51,3,,20160906,1473198648,PAGE,,,33990000,,GGOEGAAX0629,Google Baby Essentials Set,Home/Apparel/Kid's/Kid's-Infant/,(not set),USD,,,,,Kid's-Infant,,/google+redesign/,0,1,
5741653342804460458,Social,103985,United States,San Francisco,,,417,21,,20161118,1479510733,EVENT,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/store.html,1,1,
1562776623325712285,Referral,421712,United States,Atlanta,,,565,46,,20160913,1473806460,PAGE,,,17590000,,GGOEGHPA002910,Google Trucker Hat,Home/Apparel/Headgear/,(not set),,,,,,Headgear,,/google+redesign/,2,1,
9480816808141840622,Organic Search,350715,United States,Santa Clara,,,712,30,,20170615,1497511646,PAGE,,,49990000,,GGOEGBPB081999,UpCycled Bike Saddle Bag,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
2686617890416738717,Referral,807967,United States,Ann Arbor,,,3131,48,,20161017,1476722190,PAGE,,,37990000,,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0240776453322054523,Referral,269488,United States,Mountain View,,,312,10,,20170508,1494289293,PAGE,,,1200000,,GGOEGODR017799,Recycled Mouse Pad,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,
5492630606781186660,Referral,66886,United States,Chicago,84580000,1,200,15,,20160820,1471721531,EVENT,,5,2800000,,GGOEGAAX0037,Google Sunglasses,${escCatTitle},(not set),USD,,,,,The Google Merchandise Store/Malibu Sunglasses,,/google+redesign/,3,1,
7077028947181132322,Organic Search,435994,Venezuela,not available in demo dataset,,,571,24,,20170116,1484612474,PAGE,,,33980000,,GGOEGETR014599,Google Tube Power Bank,Electronics,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
902509741321071642,Referral,548375,United States,Ann Arbor,548180000,1,572,13,,20170418,1492527179,PAGE,,,159500000,,GGOEGOCC017599,Recycled Paper Journal Set,Office, BLUE,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
64076221869674520,Referral,137054,United States,Kirkland,,,357,18,,20161130,1480529565,PAGE,,,43990000,,GGOEGAAX0579,Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5549106152358084050,Referral,165235,United States,Seattle,,,268,13,,20161010,1476125777,PAGE,,,104990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8423352680333082456,Organic Search,348254,United States,San Jose,,,1060,50,,20170220,1487661293,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5618988196982024867,Organic Search,279511,United States,Sunnyvale,30580000,1,582,31,,20170208,1486597885,EVENT,,1,18390000,,GGOEGEHQ072499,Google 2200mAh Micro Charger,(not set),(not set),,,,,,Shopping Cart,,/basket.html,4,1,
5331056297862855879,Organic Search,31038,Hong Kong,Hong Kong,,,1000,60,,20161203,1480752022,PAGE,,,94990000,,GGOEGAAX0588,Google Women's Shell Jacket Blue/Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6415726004902108270,Social,81815,United States,not available in demo dataset,,,162,3,,20161012,1476271311,PAGE,,,250000000,,GGOEGGCX056399,Gift Card - $250.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,
966010547247675377,Direct,0,Australia,Sydney,,,99,7,,20160811,1470981967,PAGE,,,139990000,,GGOEGAAX0587,Google Women's Zip Hoodie Grey,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
3194976969007084787,Referral,585454,Canada,Vancouver,,,664,30,,20170317,1489812633,EVENT,,1,47190000,,GGOEGEHQ071199,"Google High Capacity 10,400mAh Charger",(not set),(not set),,,,,,Shopping Cart,,/basket.html,4,1,
8851822767477687842,Referral,206974,United States,Ann Arbor,396400000,1,2056,67,,20160901,1472737958,PAGE,,,9540000,,GGOEGFSR022099,Google Kick Ball,(not set),Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
2312668226557957587,Display,150139,United States,Mountain View,,,150,6,,20170215,1487192766,PAGE,,,10390000,,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
2655927305084274552,Referral,697821,United States,not available in demo dataset,,,705,14,,20160827,1472322466,EVENT,,1,33990000,,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,(not set),(not set),,,,,,Shopping Cart,,/basket.html,4,1,
7141800487136850463,Paid Search,1003253,United States,not available in demo dataset,,,1246,7,,20170513,1494703200,PAGE,,,100000000,,GGOEGGCX056199,Gift Card- $100.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,
5780958205168836241,Referral,1365029,Ireland,Dublin,,,1403,14,,20170202,1486065736,EVENT,,1,26390000,,GGOEGAAX0781,Google Leather Journal,${escCatTitle},(not set),USD,,,,,Google Leather Journal,,/google+redesign/,3,1,
4785023226103851500,Referral,1212453,United States,not available in demo dataset,321300000,1,2623,44,,20170608,1496974520,PAGE,,,12790000,,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,(not set),USD,,,,,Shopping & Totes | Bags | Google Merchandise Store,,/google+redesign/,0,1,
5814441014376933482,Direct,33009,United States,Mountain View,,,55,3,,20170426,1493222470,PAGE,,,49990000,,GGOEGBPB081999,UpCycled Bike Saddle Bag,Home/Accessories/Sports & Fitness/,(not set),USD,,,,,Sports & Fitness | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
818543822562033810,Referral,230837,United States,San Bruno,507000000,1,231,14,,20170109,1483988981,PAGE,,1,149000000,149500000,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,507000000,ORD201701092076,Checkout Confirmation,,/ordercompleted.html,6,1,
1057880659610500442,Direct,97189,Germany,not available in demo dataset,,,1853,4,,20170520,1495309672,PAGE,,,37990000,,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
317589721899093347,Organic Search,76446,Italy,Rome,,,248,12,,20161006,1475756139,PAGE,,,990000,,GGOEGGOA017399,Maze Pen,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
9476587475582927616,Referral,1008122,United States,Mountain View,,,1466,31,,20170626,1498537564,EVENT,,,95990000,,GGOEGAAX0578,Google Women's Performance Full Zip Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,1,1,
8271835690461242974,Referral,231268,United States,not available in demo dataset,,,333,24,,20160809,1470765040,PAGE,,,44790000,,GGOEGAAX0361,Android Women's Fleece Hoodie,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
2822606451454884999,Referral,55447,United States,Sunnyvale,,,77,4,,20160923,1474673979,PAGE,,,9590000,,GGOEGKWR060810,Google Bib Red,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Kid's-Toddler,,/google+redesign/,0,1,
1785603098630261482,Organic Search,247951,Spain,not available in demo dataset,,,248,10,,20160813,1471105929,PAGE,,,25990000,,GGOEGAAX0753,Google Youth Tee Fruit Games Cherries,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
3430205028978330661,Referral,214284,United States,Mountain View,,,318,14,,20161214,1481744962,PAGE,,,1200000,,GGOEGAAX0098,7&quot; Dog Frisbee,Home/Accessories/Pet/,(not set),USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
4582418892802137834,Referral,207805,Hong Kong,(not set),,,554,16,,20160928,1475120549,PAGE,,,145990000,,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
252834893580134745,Referral,43834,United States,San Francisco,,,152,17,,20160912,1473724031,PAGE,,,75990000,,GGOEGAAX0588,Google Women's Shell Jacket Blue/Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
6016169532034396504,Referral,4103842,United States,not available in demo dataset,,,5557,139,,20161202,1480733987,PAGE,,,83990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
8077562003103105237,Organic Search,8359,France,not available in demo dataset,,,8,2,1,20170709,1499614618,PAGE,,,37990000,,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0544099410312340973,Referral,68579,United States,San Francisco,160340000,1,566,31,,20161210,1481395061,PAGE,,,79190000,,GGOEGAAX0607,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8918875846126233398,Display,2758856,United States,not available in demo dataset,,,3407,65,,20161120,1479648179,PAGE,,,17590000,,GGOEGAAX0601,Google Women's Short Sleeve Performance Tee Pewter,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1315772786660606104,Referral,1450175,United States,Mountain View,,,1471,60,,20161001,1475385758,PAGE,,,10390000,,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles and Tumblers,,/google+redesign/,0,1,
2351329739798371879,Organic Search,821741,United States,San Carlos,,,2342,138,,20160924,1474737964,PAGE,,,97990000,,GGOEGEFQ071399,Google Phone Sanitizer,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Electronics Accessories,,/google+redesign/,0,1,
7787559078835259213,Referral,65063,United States,Chicago,149760000,1,1084,54,,20170124,1485277403,PAGE,,,1200000,,GGOEGAAX0098,7&quot; Dog Frisbee,Home/Accessories/Pet/,(not set),USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
9219498267332704806,Organic Search,8057207,United States,Salem,,,10009,102,,20170123,1485186175,PAGE,,,54990000,,GGOEGAAX0579,Google Women's Short Sleeve Performance Tee Charcoal,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
265827303959198702,Organic Search,783132,United States,Mountain View,,,857,13,,20160824,1472069762,PAGE,,,26990000,,GGOEGAAX0758,Google Adult Tee Fruit Games Cherries,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
1437217890842859168,Organic Search,134156,France,Paris,,,228,13,,20160924,1474761319,PAGE,,,990000,,GGOEGOAC021799,Ballpoint Pen Blue,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
3442295857384899473,Paid Search,536496,United States,not available in demo dataset,,,554,14,,20161106,1478476341,PAGE,,,1200000,,GGOEGAAX0098,7&quot; Dog Frisbee,Home/Accessories/Pet/,(not set),USD,,,,,Pet | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
5556918805263536639,Referral,13502,United States,Sunnyvale,,,74,13,,20161129,1480465740,PAGE,,,104990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8617517873706581847,Affiliates,6189,United Kingdom,not available in demo dataset,,,6,2,,20160831,1472652692,PAGE,,,25990000,,GGOEGAAX0752,Google Youth Tee Fruit Games Pineapple,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
7317516839514255496,Organic Search,603127,United States,not available in demo dataset,,,680,24,,20160921,1474466246,PAGE,,,37990000,,GGOEGEHQ072599,Google 4400mAh Power Bank,Home/Electronics/Power/,(not set),USD,,,,,Power,,/google+redesign/,0,1,
096830421763570474,Referral,222821,United States,not available in demo dataset,,,630,37,,20160922,1474533920,PAGE,,,47990000,,GGOEGESB015199,Google Flashlight,Home/Accessories/,(not set),USD,,,,,Accessories,,/google+redesign/,0,1,
7483600664917507409,Referral,2179008,United States,Mountain View,,,2628,146,,20161004,1475647083,PAGE,,,95990000,,GGOEGAAX0578,Google Women's Performance Full Zip Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),USD,,,,,Women's-Performance Wear,,/google+redesign/,0,1,
0229962312639162176,Paid Search,27681,United States,not available in demo dataset,,,91,5,,20170401,1491100906,PAGE,,,37990000,,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
4330534356188038731,Referral,134492,United States,not available in demo dataset,151000000,1,151,10,,20161126,1480200372,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
8257340164377720439,Direct,166691,Taiwan,not available in demo dataset,,,167,8,,20170419,1492663178,PAGE,,,37990000,,GGOEGAAX0628,Google Infant Zip Hood Royal Blue,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0596258357830940486,Paid Search,68954,United States,San Jose,,,115,7,,20170703,1499066720,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6736342148988696892,Direct,691312,Venezuela,not available in demo dataset,,,2279,72,,20170221,1487705962,PAGE,,,39980000,,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel, MD,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
1396493619347721643,Organic Search,460243,United States,Mountain View,,,504,27,,20170209,1486698393,PAGE,,,83990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Performance Wear/,(not set),,,,,,Women's Performance Wear | Apparel | Google Merchandise Store,,/google+redesign/,2,1,
9060450732424928545,Organic Search,22608,Netherlands,not available in demo dataset,,,90,7,,20160927,1474960264,PAGE,,,54990000,,GGOEGAAX0570,Google Men's Short Sleeve Performance Badge Tee Charcoal,Home/Apparel/Men's/Men's-Performance Wear/,(not set),USD,,,,,Men's-Performance Wear,,/google+redesign/,0,1,
387849079599046538,Referral,1338639,United States,Mountain View,79000000,1,2138,32,,20170510,1494442888,PAGE,,,50000000,,GGOEGGCX056499,Gift Card - $50.00,Gift Cards,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
6589859198443441169,Referral,186538,United States,Mountain View,113270000,1,1160,19,,20170512,1494648694,PAGE,,,9590000,,GGOEGKWQ060910,Google Bib White,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6033812438800196669,Social,49598,United States,Seattle,,,63,6,,20160915,1473958415,PAGE,,,37990000,,GGOEGAAX0627,Google Infant Zip Hood Pink,Home/Apparel/Kid's/,(not set),USD,,,,,Kid's,,/google+redesign/,0,1,
4950881982077164829,Organic Search,241578,United States,not available in demo dataset,,,835,33,,20160915,1473960502,PAGE,,,28990000,,GGOEGOAB021499,Metal Texture Roller Pen,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
4280904032925075187,Referral,41811,United States,Los Angeles,,,2305,34,,20170628,1498686862,PAGE,,,37990000,,GGOEGAAX0656,Google Toddler Hoodie Royal Blue,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Toddler | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
693442649033035862,Organic Search,9212,United States,not available in demo dataset,,,9,2,1,20170706,1499396311,EVENT,,,25000000,,GGOEGGCX056299,Gift Card - $25.00,Home/Gift Cards/,(not set),,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,1,1,
357636120727052842,Referral,1144977,Poland,not available in demo dataset,,,1886,23,,20170505,1493973170,PAGE,,,9590000,,GGOEGKWR060810,Google Bib Red,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
9866587659793762889,Referral,16521,United States,Los Angeles,,,50,7,,20160802,1470171393,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/Kid's-Toddler/,(not set),USD,,,,,Kid's-Toddler,,/google+redesign/,0,1,
0728230510351096441,Organic Search,390446,Germany,not available in demo dataset,,,408,32,,20160927,1474972107,PAGE,,,1250000,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
5471789869166991995,Direct,0,Russia,not available in demo dataset,,,,1,,20160820,1471758031,PAGE,,,26990000,,GGOEGAAX0757,Google Adult Tee Fruit Games Dragonfruit,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
8016655259491785557,Referral,103070,United States,Mountain View,,,103,7,,20161018,1476831478,PAGE,,,27990000,,GGOEGBJB022599,Large Zipper Top Tote Bag,Home/Bags/Shopping and Totes/,(not set),USD,,,,,Shopping & Totes | Bags | Google Merchandise Store,,/google+redesign/,0,1,
4923243433046835289,Direct,505699,United States,New York,364640000,1,2765,143,,20160915,1473954786,PAGE,,,14390000,,GGOEGOAB016099,Leather and Metal Ballpoint Pen,Home/Office/Writing Instruments/,(not set),USD,,,,,Writing Instruments,,/google+redesign/,0,1,
2147656082814761728,Organic Search,6884,Ireland,not available in demo dataset,,,37,9,,20170403,1491222261,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
221196731225476814,Referral,581385,United States,Atlanta,,,1215,21,67,20170722,1500736465,PAGE,,,19190000,,GGOEGAAX0617,Android Onesie Gold,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1183149429189169174,Social,1037785,United States,not available in demo dataset,,,1184,17,,20160808,1470719841,PAGE,,,28990000,,GGOEGHPA002910,Google Trucker Hat,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand,,/google+redesign/,0,1,
2886861572940335601,Referral,11981,Argentina,Buenos Aires,,,1254,5,1,20170708,1499521725,PAGE,,,33990000,,GGOEGAAX0629,Google Baby Essentials Set,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5393564423010842176,Referral,109396,United States,not available in demo dataset,,,139,9,,20161104,1478275303,PAGE,,,10390000,,GGOEADWQ015699,Android Rise 14 oz Mug,Home/Drinkware/Mugs and Cups/,(not set),USD,,,,,Mugs & Cups | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
1074153593512047836,Organic Search,416462,Philippines,(not set),,,1967,36,,20161003,1475527304,PAGE,,,104990000,,GGOEGAAX0586,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,(not set),USD,,,,,Women's-Outerwear,,/google+redesign/,0,1,
9665457273951170213,Direct,446445,United States,New York,59360000,1,446,20,,20170612,1497288444,PAGE,,1,15390000,15890000,GGOEGALJ072915,Google Women's Performance Hero Tee Gunmetal,Apparel, LG,USD,,,59360000,ORD201706122523,Checkout Confirmation,,/ordercompleted.html,6,1,
3645483034264563148,Referral,73960,United States,Irvine,94580000,1,3399,12,,20161005,1475692120,PAGE,,,145990000,,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/Audio/,(not set),USD,,,,,Audio,,/google+redesign/,0,1,
588877994243915667,Referral,14549,United States,Mountain View,,,28,3,,20170530,1496169182,PAGE,,,37990000,,GGOEGAAX0657,Google Toddler 1/4 Zip Fleece Pewter,Home/Apparel/Kid's/,(not set),USD,,,,,Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7702812510306124873,Referral,714240,United States,Seattle,175780000,1,863,32,,20161102,1478134708,PAGE,,,149000000,,GGOENEBJ079499,Nest® Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,Single Option Only,USD,,,,,Checkout Review,,/revieworder.html,5,3,Review
8412025485657932676,Direct,1286940,Poland,not available in demo dataset,,,1783,45,,20160820,1471713177,PAGE,,,25990000,,GGOEGAAX0756,Google Youth Tee Fruit Games Lemon,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
9469749374834804715,Referral,118621,United States,Mountain View,89580000,1,1465,43,,20161224,1482600578,PAGE,,,17590000,,GGOEGAAX0681,Google Youth Sports Tee Navy,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
